iter	Logloss
754	0.4191687653
755	0.4191538294
756	0.4191412476
757	0.4191289376
758	0.4191204485
759	0.4191059893
760	0.4190983877
761	0.4190904033
762	0.4190776711
763	0.4190681914
764	0.4190602925
765	0.4190502091
766	0.4190390277
767	0.4190272431
768	0.4190166099
769	0.4190047875
770	0.4189916426
771	0.4189629176
772	0.4189523923
773	0.4189373967
774	0.4189257156
775	0.4189168612
776	0.4189077909
777	0.4188957874
778	0.4188834251
779	0.4188726899
780	0.4188567701
781	0.4188450724
782	0.4188348522
783	0.418825196
784	0.4188143516
785	0.4188036347
786	0.4187936122
787	0.4187825256
788	0.4187732048
789	0.4187634653
790	0.4187538369
791	0.4187413436
792	0.4187281373
793	0.4187148512
794	0.4187069586
795	0.4186953487
796	0.4186817437
797	0.4186728121
798	0.4186625071
799	0.4186549392
800	0.4186430578
801	0.4186330575
802	0.4186237143
803	0.4185985731
804	0.4185912102
805	0.4185814695
806	0.4185754414
807	0.4185616163
808	0.4185489471
809	0.4185396016
810	0.4185302693
811	0.4185204348
812	0.4185109366
813	0.4184968039
814	0.4184853408
815	0.4184737781
816	0.4184677424
817	0.4184507754
818	0.4184420649
819	0.4184342934
820	0.4184260661
821	0.418414404
822	0.418406338
823	0.4183943464
824	0.4183810919
825	0.4183686362
826	0.4183605112
827	0.4183473227
828	0.4183348838
829	0.4183229237
830	0.4183092513
831	0.4182962472
832	0.4182863194
833	0.4182744026
834	0.4182604108
835	0.418251517
836	0.4182402982
837	0.4182339546
838	0.4182197161
839	0.4182071255
840	0.4181973847
841	0.4181892607
842	0.4181791934
843	0.4181679745
844	0.4181583923
845	0.4181498472
846	0.4181382989
847	0.4181289356
848	0.4181123905
849	0.4181042973
850	0.4180938358
851	0.4180850664
852	0.4180774924
853	0.4180681502
854	0.4180608399
855	0.4180509455
856	0.4180396168
857	0.418030801
858	0.4180194397
859	0.4180108066
860	0.4179997915
861	0.4179898073
862	0.4179775068
863	0.4179665195
864	0.4179569902
865	0.4179496438
866	0.4179073546
867	0.4178988516
868	0.4178629616
869	0.4178533011
870	0.4178460628
871	0.4178356723
872	0.4178253158
873	0.4178149882
874	0.4178061419
875	0.4177967677
876	0.4177851384
877	0.4177777331
878	0.4177646293
879	0.4177538881
880	0.4177462152
881	0.4177342123
882	0.4177260107
883	0.4177161326
884	0.4177073934
885	0.4176956656
886	0.4176864389
887	0.417678268
888	0.4176691908
889	0.4176566716
890	0.4176475386
891	0.4176364294
892	0.4176260994
893	0.4176099371
894	0.417594821
895	0.4175816991
896	0.4175733379
897	0.4175609688
898	0.4175519104
899	0.417541422
900	0.4175320115
901	0.4175202199
902	0.4175096351
903	0.4174986292
904	0.4174882778
905	0.4174737664
906	0.4174650738
907	0.4174554729
908	0.4174482206
909	0.4174361886
910	0.4174274016
911	0.4174144428
912	0.4174076231
913	0.4174012899
914	0.4173891556
915	0.4173799252
916	0.4173736781
917	0.4173652731
918	0.4173575927
919	0.4173515222
920	0.4173405001
921	0.4173266205
922	0.4173185494
923	0.4173059248
924	0.4172987339
925	0.4172861718
926	0.4172735431
927	0.4172643799
928	0.4172550366
929	0.417243633
930	0.4172296866
931	0.4172188719
932	0.4172090335
933	0.4172015184
934	0.4171898337
935	0.4171776791
936	0.4171649537
937	0.4171545818
938	0.4171462238
939	0.4171366714
940	0.4171251236
941	0.417114233
942	0.4171044437
943	0.4170908166
944	0.4170834946
945	0.4170731934
946	0.4170628487
947	0.4170537179
948	0.4170417142
949	0.4170327472
950	0.4170242154
951	0.4170134146
952	0.4170053376
953	0.4169956835
954	0.4169832913
955	0.4169703706
956	0.4169626381
957	0.4169513097
958	0.4169439283
959	0.4169338831
960	0.4169265819
961	0.4169151019
962	0.4169043321
963	0.4168946079
964	0.4168878656
965	0.4168786412
966	0.4168728268
967	0.416866444
968	0.4168596415
969	0.4168476784
970	0.4168385701
971	0.4168320819
972	0.4168237318
973	0.4168165433
974	0.4168052154
975	0.4167931395
976	0.4167847634
977	0.4167785274
978	0.4167740832
979	0.4167662129
980	0.4167571501
981	0.4167493354
982	0.4167398561
983	0.4167294496
984	0.4167201008
985	0.4167018984
986	0.4166930535
987	0.4166852369
988	0.4166778736
989	0.4166665971
990	0.4166559162
991	0.4166433652
992	0.4166363137
993	0.4166260476
994	0.41661762
995	0.416607022
996	0.416598489
997	0.4165880382
998	0.416580677
999	0.4165698165
